Filenames,RNA_colocal,Cas_colocal,RNA_background,Cas_background
image1_mCherry.tif,0.258757296200662,0.575509392963577,505.369448502976,924.399420868875
image2_mCherry.tif,0.316043875806305,0.0764932936223584,433.139214445638,629.62499743113
image3_mCherry.tif,0.283015432364624,0.299982224631352,443.917005554825,1638.48796365339
image4_mCherry.tif,0.302110868419464,0.00618888721207059,546.469011589725,805.373492027439
image5_mCherry.tif,0.518341233994681,0.00283474695960701,278.74736987684,1839.48713225012
image6_mCherry.tif,0.274387632791949,0.00952696759593104,203.457551265514,1613.62539865502
